localidad,fecha,casos,pcr,testAc,otras,desconocida
Madrid,2020-03-09,1522,1516,0,0,6
Castilla y León,2020-03-09,167,147,20,0,0
Castilla y León,2020-03-09,167,147,20,0,0
Andalucía,2020-03-09,169,158,11,0,0
Andalucía,2020-03-09,169,158,11,0,0
Baleares,2020-03-09,17,16,1,0,0
Baleares,2020-03-09,17,16,1,0,0
C. Valenciana,2020-03-09,186,162,21,0,3
C. Valenciana,2020-03-09,186,162,21,0,3
Castilla La Mancha,2020-03-09,208,45,0,0,163
Castilla La Mancha,2020-03-09,208,45,0,0,163
Melilla,2020-03-09,2,2,0,0,0
Melilla,2020-03-09,2,2,0,0,0
Asturias,2020-03-09,32,32,0,0,0
Asturias,2020-03-09,32,32,0,0,0
España,2020-03-09,3417,3087,92,3,235
España,2020-03-09,3422,3090,92,4,236
Murcia,2020-03-09,34,24,9,0,1
Murcia,2020-03-09,34,24,9,0,1
Aragón,2020-03-09,36,36,0,0,0
Aragón,2020-03-09,37,36,0,0,1
Extremadura,2020-03-09,38,31,7,0,0
Extremadura,2020-03-09,38,31,7,0,0
Canarias,2020-03-09,47,40,0,0,7
Canarias,2020-03-09,47,40,0,0,7
Cataluña,2020-03-09,569,515,0,3,51
Cataluña,2020-03-09,571,516,0,4,51
La Rioja,2020-03-09,60,59,1,0,0
La Rioja,2020-03-09,60,59,1,0,0
Galicia,2020-03-09,82,80,1,0,1
Galicia,2020-03-09,82,80,1,0,1
Navarra,2020-03-09,97,77,20,0,0
Navarra,2020-03-09,97,77,20,0,0
Cantabria,2020-03-09,9,9,0,0,0
Cantabria,2020-03-09,9,9,0,0,0
Ceuta,2020-03-10,1,0,0,0,1
Ceuta,2020-03-10,1,0,0,0,1
Navarra,2020-03-10,109,84,25,0,0
Navarra,2020-03-10,109,84,25,0,0
Galicia,2020-03-10,118,113,2,0,3
Galicia,2020-03-10,118,113,2,0,3
Madrid,2020-03-10,1992,1985,1,0,6
Madrid,2020-03-10,1993,1986,1,0,6
Castilla y León,2020-03-10,214,192,22,0,0
Castilla y León,2020-03-10,214,192,22,0,0
Andalucía,2020-03-10,221,204,17,0,0
Andalucía,2020-03-10,221,204,17,0,0
País Vasco,2020-03-10,227,225,0,0,2
País Vasco,2020-03-10,227,225,0,0,2
Castilla La Mancha,2020-03-10,291,81,1,0,209
Castilla La Mancha,2020-03-10,291,81,1,0,209
C. Valenciana,2020-03-10,305,266,33,0,6
C. Valenciana,2020-03-10,305,266,33,0,6
Cantabria,2020-03-10,3,3,0,0,0
Cantabria,2020-03-10,3,3,0,0,0
Baleares,2020-03-10,36,34,2,0,0
Baleares,2020-03-10,36,34,2,0,0
Extremadura,2020-03-10,44,36,8,0,0
Extremadura,2020-03-10,44,36,8,0,0
España,2020-03-10,4679,4244,127,1,307
España,2020-03-10,4682,4246,127,2,307
Aragón,2020-03-10,52,52,0,0,0
Aragón,2020-03-10,52,52,0,0,0
Asturias,2020-03-10,52,52,0,0,0
Asturias,2020-03-10,52,52,0,0,0
Melilla,2020-03-10,5,5,0,0,0
Melilla,2020-03-10,5,5,0,0,0
Canarias,2020-03-10,55,50,0,0,5
Canarias,2020-03-10,55,50,0,0,5
Murcia,2020-03-10,65,48,16,0,1
Murcia,2020-03-10,65,48,16,0,1
Cataluña,2020-03-10,801,726,0,1,74
Cataluña,2020-03-10,803,727,0,2,74
La Rioja,2020-03-10,88,88,0,0,0
La Rioja,2020-03-10,88,88,0,0,0
Navarra,2020-03-11,130,109,21,0,0
Navarra,2020-03-11,130,109,21,0,0
Galicia,2020-03-11,131,129,1,0,1
Galicia,2020-03-11,131,129,1,0,1
Cantabria,2020-03-11,17,17,0,0,0
Cantabria,2020-03-11,17,17,0,0,0
Madrid,2020-03-11,1976,1975,0,0,1
Madrid,2020-03-11,1976,1975,0,0,1
País Vasco,2020-03-11,228,221,0,0,7
País Vasco,2020-03-11,228,221,0,0,7
Castilla y León,2020-03-11,257,220,36,0,1
Castilla y León,2020-03-11,257,220,36,0,1
Andalucía,2020-03-11,263,246,17,0,0
Andalucía,2020-03-11,263,246,17,0,0
C. Valenciana,2020-03-11,294,263,25,0,6
C. Valenciana,2020-03-11,294,263,25,0,6
Ceuta,2020-03-11,3,0,1,0,2
Ceuta,2020-03-11,3,0,1,0,2
Castilla La Mancha,2020-03-11,324,76,2,1,245
Castilla La Mancha,2020-03-11,324,76,2,1,245
Baleares,2020-03-11,42,41,1,0,0
Baleares,2020-03-11,42,41,1,0,0
Melilla,2020-03-11,4,3,0,0,1
Melilla,2020-03-11,4,3,0,0,1
Asturias,2020-03-11,43,43,0,0,0
Asturias,2020-03-11,43,43,0,0,0
España,2020-03-11,4816,4347,140,3,326
España,2020-03-11,4818,4348,140,4,326
Canarias,2020-03-11,59,54,0,0,5
Canarias,2020-03-11,59,54,0,0,5
Aragón,2020-03-11,66,66,0,0,0
Aragón,2020-03-11,66,66,0,0,0
La Rioja,2020-03-11,71,68,2,0,1
La Rioja,2020-03-11,71,68,2,0,1
Murcia,2020-03-11,74,56,17,0,1
Murcia,2020-03-11,74,56,17,0,1
Extremadura,2020-03-11,74,57,17,0,0
Extremadura,2020-03-11,74,57,17,0,0
Cataluña,2020-03-11,760,703,0,2,55
Cataluña,2020-03-11,762,704,0,3,55
Ceuta,2020-03-12,1,0,0,0,1
Ceuta,2020-03-12,1,0,0,0,1
Cataluña,2020-03-12,1030,969,0,1,60
Cataluña,2020-03-12,1033,971,0,2,60
Galicia,2020-03-12,181,181,0,0,0
Galicia,2020-03-12,181,181,0,0,0
Navarra,2020-03-12,182,140,42,0,0
Navarra,2020-03-12,182,140,42,0,0
Madrid,2020-03-12,2345,2338,0,0,7
Madrid,2020-03-12,2348,2341,0,0,7
País Vasco,2020-03-12,272,264,0,0,8
País Vasco,2020-03-12,273,265,0,0,8
Melilla,2020-03-12,3,1,1,0,1
Melilla,2020-03-12,3,1,1,0,1
Andalucía,2020-03-12,318,301,17,0,0
Andalucía,2020-03-12,318,301,17,0,0
Castilla y León,2020-03-12,344,308,36,0,0
Castilla y León,2020-03-12,344,308,36,0,0
Cantabria,2020-03-12,36,36,0,0,0
Cantabria,2020-03-12,36,36,0,0,0
C. Valenciana,2020-03-12,390,358,31,0,1
C. Valenciana,2020-03-12,390,358,31,0,1
Baleares,2020-03-12,42,39,2,0,1
Baleares,2020-03-12,42,39,2,0,1
Castilla La Mancha,2020-03-12,454,111,4,3,336
Castilla La Mancha,2020-03-12,454,111,4,3,336
Asturias,2020-03-12,57,57,0,0,0
Asturias,2020-03-12,57,57,0,0,0
España,2020-03-12,6031,5436,171,4,420
España,2020-03-12,6038,5442,171,5,420
Murcia,2020-03-12,62,40,21,0,1
Murcia,2020-03-12,62,40,21,0,1
Canarias,2020-03-12,73,69,0,0,4
Canarias,2020-03-12,73,69,0,0,4
La Rioja,2020-03-12,74,72,2,0,0
La Rioja,2020-03-12,74,72,2,0,0
Aragón,2020-03-12,80,80,0,0,0
Aragón,2020-03-12,80,80,0,0,0
Extremadura,2020-03-12,87,72,15,0,0
Extremadura,2020-03-12,87,72,15,0,0
Murcia,2020-03-13,104,70,33,0,1
Murcia,2020-03-13,104,70,33,0,1
La Rioja,2020-03-13,107,106,1,0,0
La Rioja,2020-03-13,107,106,1,0,0
Melilla,2020-03-13,10,9,1,0,0
Melilla,2020-03-13,10,9,1,0,0
Canarias,2020-03-13,109,100,0,0,9
Canarias,2020-03-13,109,100,0,0,9
Aragón,2020-03-13,115,115,0,0,0
Aragón,2020-03-13,115,115,0,0,0
Cataluña,2020-03-13,1365,1268,0,6,91
Cataluña,2020-03-13,1365,1268,0,6,91
Navarra,2020-03-13,211,138,73,0,0
Navarra,2020-03-13,211,138,73,0,0
Galicia,2020-03-13,241,240,0,0,1
Galicia,2020-03-13,241,240,0,0,1
Madrid,2020-03-13,2842,2838,0,0,4
Madrid,2020-03-13,2843,2839,0,0,4
País Vasco,2020-03-13,429,410,0,0,19
País Vasco,2020-03-13,430,411,0,0,19
Andalucía,2020-03-13,487,447,40,0,0
Andalucía,2020-03-13,487,447,40,0,0
C. Valenciana,2020-03-13,499,444,45,0,10
C. Valenciana,2020-03-13,499,444,45,0,10
Castilla y León,2020-03-13,505,446,59,0,0
Castilla y León,2020-03-13,505,446,59,0,0
Cantabria,2020-03-13,54,54,0,0,0
Cantabria,2020-03-13,54,54,0,0,0
Ceuta,2020-03-13,6,1,0,0,5
Ceuta,2020-03-13,6,1,0,0,5
Baleares,2020-03-13,61,61,0,0,0
Baleares,2020-03-13,61,61,0,0,0
Castilla La Mancha,2020-03-13,628,183,1,3,441
Castilla La Mancha,2020-03-13,628,183,1,3,441
Asturias,2020-03-13,70,70,0,0,0
Asturias,2020-03-13,70,70,0,0,0
España,2020-03-13,7937,7081,266,9,581
España,2020-03-13,7939,7083,266,9,581
Extremadura,2020-03-13,94,81,13,0,0
Extremadura,2020-03-13,94,81,13,0,0
Aragón,2020-03-14,107,107,0,0,0
Aragón,2020-03-14,107,107,0,0,0
Murcia,2020-03-14,108,80,28,0,0
Murcia,2020-03-14,108,80,28,0,0
Cataluña,2020-03-14,1323,1235,0,7,81
Cataluña,2020-03-14,1327,1237,0,9,81
La Rioja,2020-03-14,138,136,2,0,0
La Rioja,2020-03-14,138,136,2,0,0
Navarra,2020-03-14,177,121,56,0,0
Navarra,2020-03-14,177,121,56,0,0
Galicia,2020-03-14,240,238,1,0,1
Galicia,2020-03-14,240,238,1,0,1
Madrid,2020-03-14,2565,2554,0,0,11
Madrid,2020-03-14,2565,2554,0,0,11
Ceuta,2020-03-14,4,0,1,0,3
Ceuta,2020-03-14,4,0,1,0,3
Andalucía,2020-03-14,420,392,28,0,0
Andalucía,2020-03-14,420,392,28,0,0
País Vasco,2020-03-14,420,410,0,0,10
País Vasco,2020-03-14,420,410,0,0,10
Melilla,2020-03-14,4,3,1,0,0
Melilla,2020-03-14,4,3,1,0,0
C. Valenciana,2020-03-14,496,452,33,0,11
C. Valenciana,2020-03-14,496,452,33,0,11
Castilla y León,2020-03-14,523,467,55,1,0
Castilla y León,2020-03-14,523,467,55,1,0
Cantabria,2020-03-14,59,59,0,0,0
Cantabria,2020-03-14,59,59,0,0,0
Castilla La Mancha,2020-03-14,605,158,1,2,444
Castilla La Mancha,2020-03-14,605,158,1,2,444
Baleares,2020-03-14,71,68,3,0,0
Baleares,2020-03-14,71,68,3,0,0
España,2020-03-14,7527,6725,227,10,565
España,2020-03-14,7531,6727,227,12,565
Asturias,2020-03-14,81,81,0,0,0
Asturias,2020-03-14,81,81,0,0,0
Extremadura,2020-03-14,89,71,18,0,0
Extremadura,2020-03-14,89,71,18,0,0
Canarias,2020-03-14,97,93,0,0,4
Canarias,2020-03-14,97,93,0,0,4
La Rioja,2020-03-15,111,109,2,0,0
La Rioja,2020-03-15,111,109,2,0,0
Aragón,2020-03-15,127,127,0,0,0
Aragón,2020-03-15,127,127,0,0,0
Cataluña,2020-03-15,1375,1293,0,13,69
Cataluña,2020-03-15,1375,1293,0,13,69
Ceuta,2020-03-15,2,0,1,0,1
Ceuta,2020-03-15,2,0,1,0,1
Navarra,2020-03-15,262,166,96,0,0
Navarra,2020-03-15,262,166,96,0,0
Madrid,2020-03-15,2689,2680,0,0,9
Madrid,2020-03-15,2690,2681,0,0,9
Galicia,2020-03-15,270,269,1,0,0
Galicia,2020-03-15,270,269,1,0,0
Melilla,2020-03-15,3,3,0,0,0
Melilla,2020-03-15,3,3,0,0,0
País Vasco,2020-03-15,433,417,0,0,16
País Vasco,2020-03-15,433,418,0,0,15
Andalucía,2020-03-15,450,409,41,0,0
Andalucía,2020-03-15,450,409,41,0,0
C. Valenciana,2020-03-15,532,469,55,0,8
C. Valenciana,2020-03-15,532,469,55,0,8
Castilla y León,2020-03-15,538,472,65,0,1
Castilla y León,2020-03-15,539,473,65,0,1
Cantabria,2020-03-15,68,68,0,0,0
Cantabria,2020-03-15,68,68,0,0,0
Castilla La Mancha,2020-03-15,774,249,3,6,516
Castilla La Mancha,2020-03-15,774,250,3,6,515
España,2020-03-15,8082,7125,315,19,623
España,2020-03-15,8084,7127,315,19,623
Baleares,2020-03-15,85,83,1,0,1
Baleares,2020-03-15,85,83,1,0,1
Extremadura,2020-03-15,86,62,24,0,0
Extremadura,2020-03-15,86,62,24,0,0
Asturias,2020-03-15,89,89,0,0,0
Asturias,2020-03-15,89,89,0,0,0
Canarias,2020-03-15,91,89,0,0,2
Canarias,2020-03-15,91,89,0,0,2
Murcia,2020-03-15,97,70,26,0,1
Murcia,2020-03-15,97,70,26,0,1
Asturias,2020-03-16,106,106,0,0,0
Asturias,2020-03-16,106,106,0,0,0
Extremadura,2020-03-16,117,94,23,0,0
Extremadura,2020-03-16,117,94,23,0,0
Murcia,2020-03-16,130,98,32,0,0
Murcia,2020-03-16,130,98,32,0,0
Canarias,2020-03-16,133,117,0,0,16
Canarias,2020-03-16,133,117,0,0,16
La Rioja,2020-03-16,157,154,3,0,0
La Rioja,2020-03-16,157,154,3,0,0
Aragón,2020-03-16,163,163,0,0,0
Aragón,2020-03-16,163,163,0,0,0
Cataluña,2020-03-16,1711,1543,0,11,157
Cataluña,2020-03-16,1714,1544,0,13,157
Navarra,2020-03-16,274,156,118,0,0
Navarra,2020-03-16,274,156,118,0,0
Madrid,2020-03-16,2967,2960,0,0,7
Madrid,2020-03-16,2968,2961,0,0,7
Galicia,2020-03-16,389,383,3,0,3
Galicia,2020-03-16,389,383,3,0,3
Andalucía,2020-03-16,573,536,37,0,0
Andalucía,2020-03-16,573,536,37,0,0
País Vasco,2020-03-16,599,578,0,0,21
País Vasco,2020-03-16,600,579,0,0,21
Ceuta,2020-03-16,6,1,1,0,4
Ceuta,2020-03-16,6,1,1,0,4
Melilla,2020-03-16,6,2,2,1,1
Melilla,2020-03-16,6,2,2,1,1
C. Valenciana,2020-03-16,636,572,54,0,10
C. Valenciana,2020-03-16,636,572,54,0,10
Cantabria,2020-03-16,71,71,0,0,0
Cantabria,2020-03-16,71,71,0,0,0
Castilla y León,2020-03-16,780,679,100,1,0
Castilla y León,2020-03-16,780,679,100,1,0
Castilla La Mancha,2020-03-16,809,239,3,1,566
Castilla La Mancha,2020-03-16,809,239,3,1,566
Baleares,2020-03-16,88,84,1,0,3
Baleares,2020-03-16,88,84,1,0,3
España,2020-03-16,9716,8537,377,14,788
España,2020-03-16,9719,8538,377,16,788
Murcia,2020-03-17,103,79,24,0,0
Murcia,2020-03-17,103,79,24,0,0
Extremadura,2020-03-17,107,95,12,0,0
Extremadura,2020-03-17,107,95,12,0,0
La Rioja,2020-03-17,122,117,5,0,0
La Rioja,2020-03-17,122,117,5,0,0
Cataluña,2020-03-17,1567,1476,0,9,82
Cataluña,2020-03-17,1568,1476,0,10,82
Aragón,2020-03-17,158,157,0,1,0
Aragón,2020-03-17,159,157,0,1,1
Navarra,2020-03-17,267,169,98,0,0
Navarra,2020-03-17,267,169,98,0,0
Madrid,2020-03-17,2793,2790,0,0,3
Madrid,2020-03-17,2794,2791,0,0,3
Galicia,2020-03-17,327,323,3,0,1
Galicia,2020-03-17,327,323,3,0,1
Melilla,2020-03-17,3,3,0,0,0
Melilla,2020-03-17,3,3,0,0,0
Ceuta,2020-03-17,5,0,1,0,4
Ceuta,2020-03-17,5,0,1,0,4
País Vasco,2020-03-17,539,519,0,0,20
País Vasco,2020-03-17,539,519,0,0,20
C. Valenciana,2020-03-17,559,509,39,0,11
C. Valenciana,2020-03-17,559,509,39,0,11
Andalucía,2020-03-17,574,538,36,0,0
Andalucía,2020-03-17,574,538,36,0,0
Castilla y León,2020-03-17,730,655,74,1,0
Castilla y León,2020-03-17,730,655,74,1,0
Castilla La Mancha,2020-03-17,745,199,5,2,539
Castilla La Mancha,2020-03-17,745,199,5,2,539
Cantabria,2020-03-17,76,76,0,0,0
Cantabria,2020-03-17,76,76,0,0,0
Asturias,2020-03-17,80,80,0,0,0
Asturias,2020-03-17,80,80,0,0,0
Baleares,2020-03-17,82,79,3,0,0
Baleares,2020-03-17,82,79,3,0,0
España,2020-03-17,8930,7954,300,13,663
España,2020-03-17,8933,7955,300,14,664
Canarias,2020-03-17,93,90,0,0,3
Canarias,2020-03-17,93,90,0,0,3
Canarias,2020-03-18,117,109,0,0,8
Canarias,2020-03-18,117,109,0,0,8
Murcia,2020-03-18,122,91,30,0,1
Murcia,2020-03-18,122,91,30,0,1
Extremadura,2020-03-18,127,105,21,0,1
Extremadura,2020-03-18,127,105,21,0,1
La Rioja,2020-03-18,143,142,1,0,0
La Rioja,2020-03-18,143,142,1,0,0
Aragón,2020-03-18,168,168,0,0,0
Aragón,2020-03-18,168,168,0,0,0
Cataluña,2020-03-18,1683,1581,0,7,95
Cataluña,2020-03-18,1685,1583,0,7,95
Navarra,2020-03-18,250,176,74,0,0
Navarra,2020-03-18,250,176,74,0,0
Madrid,2020-03-18,2652,2641,0,0,11
Madrid,2020-03-18,2653,2642,0,0,11
Galicia,2020-03-18,309,306,1,0,2
Galicia,2020-03-18,309,306,1,0,2
Andalucía,2020-03-18,530,493,37,0,0
Andalucía,2020-03-18,530,493,37,0,0
C. Valenciana,2020-03-18,535,481,43,0,11
C. Valenciana,2020-03-18,535,481,43,0,11
País Vasco,2020-03-18,553,544,0,0,9
País Vasco,2020-03-18,553,544,0,0,9
Ceuta,2020-03-18,6,0,2,0,4
Ceuta,2020-03-18,6,0,2,0,4
Melilla,2020-03-18,6,5,0,0,1
Melilla,2020-03-18,6,5,0,0,1
Castilla La Mancha,2020-03-18,791,214,4,1,572
Castilla La Mancha,2020-03-18,791,216,4,1,570
Castilla y León,2020-03-18,815,732,83,0,0
Baleares,2020-03-18,81,80,1,0,0
Baleares,2020-03-18,81,80,1,0,0
Castilla y León,2020-03-18,818,735,83,0,0
Cantabria,2020-03-18,89,89,0,0,0
Cantabria,2020-03-18,89,89,0,0,0
España,2020-03-18,9068,8050,297,8,713
España,2020-03-18,9074,8054,297,8,715
Asturias,2020-03-18,91,91,0,0,0
Asturias,2020-03-18,91,91,0,0,0
Asturias,2020-03-19,101,101,0,0,0
Asturias,2020-03-19,101,101,0,0,0
Baleares,2020-03-19,105,102,2,0,1
Baleares,2020-03-19,105,102,2,0,1
Murcia,2020-03-19,120,80,40,0,0
Murcia,2020-03-19,120,80,40,0,0
Extremadura,2020-03-19,126,103,23,0,0
Extremadura,2020-03-19,126,103,23,0,0
Cataluña,2020-03-19,1608,1522,0,5,81
Cataluña,2020-03-19,1610,1523,0,6,81
La Rioja,2020-03-19,168,167,1,0,0
La Rioja,2020-03-19,168,167,1,0,0
Aragón,2020-03-19,168,168,0,0,0
Aragón,2020-03-19,168,168,0,0,0
Cantabria,2020-03-19,177,177,0,0,0
Cantabria,2020-03-19,177,177,0,0,0
Navarra,2020-03-19,233,153,80,0,0
Navarra,2020-03-19,233,153,80,0,0
Madrid,2020-03-19,2441,2432,0,0,9
Madrid,2020-03-19,2444,2435,0,0,9
Galicia,2020-03-19,294,290,4,0,0
Galicia,2020-03-19,294,290,4,0,0
País Vasco,2020-03-19,467,450,0,0,17
País Vasco,2020-03-19,467,450,0,0,17
C. Valenciana,2020-03-19,495,456,33,0,6
C. Valenciana,2020-03-19,495,456,33,0,6
Ceuta,2020-03-19,5,0,2,0,3
Ceuta,2020-03-19,5,0,2,0,3
Andalucía,2020-03-19,556,522,34,0,0
Andalucía,2020-03-19,556,522,34,0,0
Melilla,2020-03-19,6,3,1,0,2
Melilla,2020-03-19,6,3,1,0,2
Castilla La Mancha,2020-03-19,745,242,3,2,498
Castilla La Mancha,2020-03-19,745,242,3,2,498
Canarias,2020-03-19,78,70,0,0,8
Canarias,2020-03-19,78,70,0,0,8
Castilla y León,2020-03-19,867,800,67,0,0
Castilla y León,2020-03-19,868,801,67,0,0
España,2020-03-19,8760,7838,290,7,625
España,2020-03-19,8766,7843,290,8,625
España,2020-03-20,10858,9664,415,13,766
España,2020-03-20,10861,9667,415,13,766
Canarias,2020-03-20,117,111,0,0,6
Canarias,2020-03-20,117,111,0,0,6
Murcia,2020-03-20,122,86,36,0,0
Murcia,2020-03-20,122,86,36,0,0
Cantabria,2020-03-20,143,143,0,0,0
Cantabria,2020-03-20,143,143,0,0,0
Extremadura,2020-03-20,173,140,33,0,0
Extremadura,2020-03-20,173,140,33,0,0
Cataluña,2020-03-20,1897,1791,0,7,99
Cataluña,2020-03-20,1899,1793,0,7,99
La Rioja,2020-03-20,191,190,1,0,0
La Rioja,2020-03-20,191,190,1,0,0
Aragón,2020-03-20,241,241,0,0,0
Aragón,2020-03-20,241,241,0,0,0
Madrid,2020-03-20,3113,3108,1,0,4
Madrid,2020-03-20,3113,3108,1,0,4
Navarra,2020-03-20,328,229,98,0,1
Navarra,2020-03-20,328,229,98,0,1
Melilla,2020-03-20,4,4,0,0,0
Melilla,2020-03-20,4,4,0,0,0
Galicia,2020-03-20,470,462,4,0,4
Galicia,2020-03-20,470,462,4,0,4
C. Valenciana,2020-03-20,574,511,59,0,4
C. Valenciana,2020-03-20,574,511,59,0,4
País Vasco,2020-03-20,613,583,0,0,30
País Vasco,2020-03-20,613,583,0,0,30
Ceuta,2020-03-20,7,0,1,0,6
Ceuta,2020-03-20,7,0,1,0,6
Andalucía,2020-03-20,795,748,47,0,0
Andalucía,2020-03-20,795,748,47,0,0
Asturias,2020-03-20,83,83,0,0,0
Asturias,2020-03-20,83,83,0,0,0
Castilla La Mancha,2020-03-20,935,309,8,6,612
Castilla La Mancha,2020-03-20,936,310,8,6,612
Castilla y León,2020-03-20,955,830,125,0,0
Castilla y León,2020-03-20,955,830,125,0,0
Baleares,2020-03-20,97,95,2,0,0
Baleares,2020-03-20,97,95,2,0,0
Extremadura,2020-03-21,131,111,20,0,0
Extremadura,2020-03-21,131,111,20,0,0
La Rioja,2020-03-21,133,133,0,0,0
La Rioja,2020-03-21,133,133,0,0,0
Cataluña,2020-03-21,1457,1386,0,8,63
Cataluña,2020-03-21,1458,1387,0,8,63
Aragón,2020-03-21,178,177,0,0,1
Aragón,2020-03-21,178,177,0,0,1
Madrid,2020-03-21,1925,1921,1,0,3
Madrid,2020-03-21,1925,1921,1,0,3
Navarra,2020-03-21,206,152,54,0,0
Navarra,2020-03-21,206,152,54,0,0
Galicia,2020-03-21,276,272,1,0,3
Galicia,2020-03-21,276,272,1,0,3
Melilla,2020-03-21,3,1,0,0,2
Melilla,2020-03-21,3,1,0,0,2
País Vasco,2020-03-21,433,423,0,0,10
País Vasco,2020-03-21,433,423,0,0,10
C. Valenciana,2020-03-21,452,412,32,0,8
C. Valenciana,2020-03-21,452,412,32,0,8
Andalucía,2020-03-21,544,517,26,0,1
Andalucía,2020-03-21,544,517,26,0,1
Castilla La Mancha,2020-03-21,623,199,5,1,418
Castilla La Mancha,2020-03-21,623,199,5,1,418
Baleares,2020-03-21,62,61,1,0,0
Baleares,2020-03-21,62,61,1,0,0
Asturias,2020-03-21,68,68,0,0,0
Asturias,2020-03-21,68,68,0,0,0
Ceuta,2020-03-21,7,0,1,0,6
Ceuta,2020-03-21,7,0,1,0,6
España,2020-03-21,7531,6772,225,9,525
España,2020-03-21,7532,6773,225,9,525
Castilla y León,2020-03-21,765,696,69,0,0
Castilla y León,2020-03-21,765,696,69,0,0
Murcia,2020-03-21,83,67,15,0,1
Murcia,2020-03-21,83,67,15,0,1
Canarias,2020-03-21,86,77,0,0,9
Canarias,2020-03-21,86,77,0,0,9
Cantabria,2020-03-21,99,99,0,0,0
Cantabria,2020-03-21,99,99,0,0,0
La Rioja,2020-03-22,108,108,0,0,0
La Rioja,2020-03-22,108,108,0,0,0
Cataluña,2020-03-22,1310,1236,0,0,74
Cataluña,2020-03-22,1311,1237,0,0,74
Extremadura,2020-03-22,131,116,15,0,0
Extremadura,2020-03-22,131,116,15,0,0
Aragón,2020-03-22,164,164,0,0,0
Aragón,2020-03-22,164,164,0,0,0
Madrid,2020-03-22,1658,1646,1,0,11
Madrid,2020-03-22,1661,1649,1,0,11
Navarra,2020-03-22,194,141,53,0,0
Navarra,2020-03-22,194,141,53,0,0
Galicia,2020-03-22,250,249,1,0,0
Galicia,2020-03-22,250,249,1,0,0
País Vasco,2020-03-22,394,384,0,0,10
País Vasco,2020-03-22,394,384,0,0,10
C. Valenciana,2020-03-22,397,362,30,0,5
C. Valenciana,2020-03-22,397,362,30,0,5
Andalucía,2020-03-22,523,489,34,0,0
Andalucía,2020-03-22,523,489,34,0,0
Melilla,2020-03-22,5,4,0,0,1
Melilla,2020-03-22,5,4,0,0,1
Castilla La Mancha,2020-03-22,663,178,12,0,473
Castilla La Mancha,2020-03-22,663,178,12,0,473
España,2020-03-22,6916,6095,237,0,584
España,2020-03-22,6922,6101,237,0,584
Ceuta,2020-03-22,7,0,0,0,7
Ceuta,2020-03-22,7,0,0,0,7
Castilla y León,2020-03-22,708,632,76,0,0
Castilla y León,2020-03-22,710,634,76,0,0
Canarias,2020-03-22,75,73,0,0,2
Canarias,2020-03-22,75,73,0,0,2
Asturias,2020-03-22,75,75,0,0,0
Asturias,2020-03-22,75,75,0,0,0
Murcia,2020-03-22,79,64,15,0,0
Murcia,2020-03-22,79,64,15,0,0
Cantabria,2020-03-22,84,84,0,0,0
Cantabria,2020-03-22,84,84,0,0,0
Baleares,2020-03-22,91,90,0,0,1
Baleares,2020-03-22,91,90,0,0,1
Murcia,2020-03-23,128,100,28,0,0
Murcia,2020-03-23,128,100,28,0,0
Cataluña,2020-03-23,1511,1407,0,11,93
Cataluña,2020-03-23,1512,1408,0,11,93
La Rioja,2020-03-23,158,155,3,0,0
La Rioja,2020-03-23,158,155,3,0,0
Madrid,2020-03-23,2134,2129,0,0,5
Madrid,2020-03-23,2134,2129,0,0,5
Navarra,2020-03-23,242,161,81,0,0
Navarra,2020-03-23,242,161,81,0,0
Extremadura,2020-03-23,245,209,36,0,0
Extremadura,2020-03-23,245,209,36,0,0
Aragón,2020-03-23,265,265,0,0,0
Aragón,2020-03-23,265,265,0,0,0
Galicia,2020-03-23,383,377,4,0,2
Galicia,2020-03-23,383,377,4,0,2
País Vasco,2020-03-23,483,460,0,0,23
País Vasco,2020-03-23,483,460,0,0,23
C. Valenciana,2020-03-23,485,431,51,0,3
C. Valenciana,2020-03-23,485,431,51,0,3
Melilla,2020-03-23,5,4,0,0,1
Melilla,2020-03-23,5,4,0,0,1
Andalucía,2020-03-23,562,535,27,0,0
Andalucía,2020-03-23,562,535,27,0,0
Asturias,2020-03-23,70,70,0,0,0
Asturias,2020-03-23,70,70,0,0,0
Castilla La Mancha,2020-03-23,756,248,13,1,494
Castilla La Mancha,2020-03-23,757,249,13,1,494
Castilla y León,2020-03-23,772,667,105,0,0
Castilla y León,2020-03-23,772,667,105,0,0
Baleares,2020-03-23,82,79,3,0,0
Baleares,2020-03-23,82,79,3,0,0
España,2020-03-23,8474,7475,357,12,630
España,2020-03-23,8477,7478,357,12,630
Cantabria,2020-03-23,87,87,0,0,0
Cantabria,2020-03-23,88,88,0,0,0
Ceuta,2020-03-23,9,0,6,0,3
Ceuta,2020-03-23,9,0,6,0,3
Canarias,2020-03-23,97,91,0,0,6
Canarias,2020-03-23,97,91,0,0,6
Melilla,2020-03-24,1,1,0,0,0
Melilla,2020-03-24,1,1,0,0,0
La Rioja,2020-03-24,118,118,0,0,0
La Rioja,2020-03-24,118,118,0,0,0
Cataluña,2020-03-24,1413,1333,0,3,77
Cataluña,2020-03-24,1416,1335,0,4,77
Extremadura,2020-03-24,160,137,23,0,0
Extremadura,2020-03-24,160,137,23,0,0
Aragón,2020-03-24,192,192,0,0,0
Aragón,2020-03-24,192,192,0,0,0
Madrid,2020-03-24,1997,1990,1,0,6
Madrid,2020-03-24,1999,1992,1,0,6
Navarra,2020-03-24,278,198,80,0,0
