localidad,fecha,casos,hospitalizados,uci,fallecidos
Castilla La Mancha,2020-09-07,469,21,2,5
España,2020-09-07,6982,826,65,81
Andalucía,2020-09-07,744,93,5,5
Cantabria,2020-09-07,80,6,2,1
La Rioja,2020-09-07,96,11,1,2
Cantabria,2020-09-08,109,0,0,0
España,2020-09-08,11854,886,69,86
Cataluña,2020-09-08,1223,49,4,8
Extremadura,2020-09-08,125,11,1,4
Baleares,2020-09-08,169,15,1,4
Ceuta,2020-09-08,20,1,0,0
Navarra,2020-09-08,201,17,0,0
Canarias,2020-09-08,206,21,5,3
Galicia,2020-09-08,259,27,3,3
Aragón,2020-09-08,287,36,1,12
Melilla,2020-09-08,32,1,0,0
Murcia,2020-09-08,372,39,7,2
La Rioja,2020-09-08,38,10,0,1
Madrid,2020-09-08,5171,413,25,21
Castilla La Mancha,2020-09-08,592,23,0,2
Asturias,2020-09-08,64,4,1,0
Castilla y León,2020-09-08,648,36,4,3
C. Valenciana,2020-09-08,666,35,3,5
País Vasco,2020-09-08,700,61,5,9
Andalucía,2020-09-08,972,87,9,9
Cataluña,2020-09-09,1219,34,0,14
España,2020-09-09,12703,855,61,93
Andalucía,2020-09-09,1355,94,8,16
Cantabria,2020-09-09,172,7,0,1
Baleares,2020-09-09,185,12,0,4
Extremadura,2020-09-09,187,13,1,0
Asturias,2020-09-09,25,5,1,0
Canarias,2020-09-09,255,18,3,3
Galicia,2020-09-09,262,30,4,8
Navarra,2020-09-09,345,20,0,1
Aragón,2020-09-09,363,31,3,9
Melilla,2020-09-09,41,6,0,0
Murcia,2020-09-09,483,28,4,2
Ceuta,2020-09-09,5,0,0,1
Madrid,2020-09-09,5098,396,23,14
Castilla y León,2020-09-09,561,33,2,6
País Vasco,2020-09-09,672,61,2,5
Castilla La Mancha,2020-09-09,679,21,3,3
C. Valenciana,2020-09-09,707,41,6,4
La Rioja,2020-09-09,89,5,1,2
Ceuta,2020-09-10,10,0,0,0
Andalucía,2020-09-10,1209,90,9,12
España,2020-09-10,12897,882,55,94
Cataluña,2020-09-10,1421,40,2,15
Cantabria,2020-09-10,151,6,0,0
Baleares,2020-09-10,155,15,3,4
Extremadura,2020-09-10,226,12,0,0
Canarias,2020-09-10,250,31,3,3
Galicia,2020-09-10,262,24,0,2
Melilla,2020-09-10,31,1,1,0
Navarra,2020-09-10,315,19,1,1
Aragón,2020-09-10,375,21,3,7
Murcia,2020-09-10,441,30,1,6
Asturias,2020-09-10,44,5,0,0
Madrid,2020-09-10,4787,431,20,25
La Rioja,2020-09-10,52,7,0,2
País Vasco,2020-09-10,646,47,4,8
C. Valenciana,2020-09-10,697,42,3,1
Castilla y León,2020-09-10,908,30,2,3
Castilla La Mancha,2020-09-10,917,31,3,5
La Rioja,2020-09-11,114,11,0,0
Cantabria,2020-09-11,118,6,0,0
Baleares,2020-09-11,129,22,2,1
España,2020-09-11,14342,1014,71,100
Andalucía,2020-09-11,1513,77,12,19
Ceuta,2020-09-11,19,0,0,1
Galicia,2020-09-11,226,30,1,3
Extremadura,2020-09-11,233,14,1,1
Canarias,2020-09-11,246,17,4,4
Melilla,2020-09-11,26,1,0,0
Navarra,2020-09-11,303,12,1,1
Murcia,2020-09-11,465,41,5,4
Aragón,2020-09-11,503,40,2,6
Cataluña,2020-09-11,569,40,7,7
Madrid,2020-09-11,6653,509,23,24
País Vasco,2020-09-11,736,57,6,9
C. Valenciana,2020-09-11,749,45,3,2
Castilla La Mancha,2020-09-11,785,27,1,11
Asturias,2020-09-11,84,6,1,2
Castilla y León,2020-09-11,871,59,2,5
Cantabria,2020-09-12,122,11,0,0
La Rioja,2020-09-12,129,13,1,0
Ceuta,2020-09-12,15,1,0,1
Extremadura,2020-09-12,181,11,2,1
Galicia,2020-09-12,199,28,1,2
Madrid,2020-09-12,2153,392,21,33
Melilla,2020-09-12,23,1,0,1
Canarias,2020-09-12,260,15,4,0
Navarra,2020-09-12,284,15,1,3
Aragón,2020-09-12,361,31,2,9
Murcia,2020-09-12,455,37,6,2
C. Valenciana,2020-09-12,489,49,3,3
País Vasco,2020-09-12,543,35,1,10
Cataluña,2020-09-12,632,28,2,3
Castilla y León,2020-09-12,644,50,5,9
Asturias,2020-09-12,66,1,1,0
Baleares,2020-09-12,68,16,0,3
Castilla La Mancha,2020-09-12,692,18,4,7
España,2020-09-12,8270,827,63,98
Andalucía,2020-09-12,954,75,9,11
Cantabria,2020-09-13,106,10,1,0
La Rioja,2020-09-13,120,11,1,0
Melilla,2020-09-13,15,0,1,0
Madrid,2020-09-13,1536,289,20,28
Extremadura,2020-09-13,163,9,2,0
Canarias,2020-09-13,196,14,6,2
Galicia,2020-09-13,274,17,3,6
Navarra,2020-09-13,281,8,1,2
Ceuta,2020-09-13,3,0,0,0
País Vasco,2020-09-13,320,26,0,7
C. Valenciana,2020-09-13,326,35,3,7
Aragón,2020-09-13,400,21,1,9
Castilla La Mancha,2020-09-13,423,26,2,9
Cataluña,2020-09-13,423,31,5,5
Castilla y León,2020-09-13,443,44,6,7
Murcia,2020-09-13,451,27,1,3
España,2020-09-13,6393,678,64,103
Baleares,2020-09-13,65,15,5,3
Asturias,2020-09-13,70,3,0,0
Andalucía,2020-09-13,778,92,6,15
Cataluña,2020-09-14,1048,44,1,18
Canarias,2020-09-14,110,16,5,6
Baleares,2020-09-14,141,14,4,1
Melilla,2020-09-14,16,1,0,0
Galicia,2020-09-14,207,25,3,6
Extremadura,2020-09-14,209,18,1,0
Aragón,2020-09-14,219,29,0,3
Madrid,2020-09-14,2583,542,24,22
Navarra,2020-09-14,314,19,3,1
País Vasco,2020-09-14,328,39,8,10
C. Valenciana,2020-09-14,439,62,5,7
Castilla y León,2020-09-14,457,56,2,6
Castilla La Mancha,2020-09-14,516,28,2,5
Asturias,2020-09-14,52,9,1,1
Murcia,2020-09-14,534,29,6,1
Ceuta,2020-09-14,7,1,0,0
La Rioja,2020-09-14,73,11,4,3
Andalucía,2020-09-14,806,92,8,17
Cantabria,2020-09-14,80,7,0,0
España,2020-09-14,8139,1042,77,107
Andalucía,2020-09-15,1087,97,9,16
España,2020-09-15,13781,994,85,129
Cataluña,2020-09-15,1506,57,6,7
Galicia,2020-09-15,166,20,2,3
Canarias,2020-09-15,181,14,6,2
Extremadura,2020-09-15,227,14,1,1
Baleares,2020-09-15,242,17,5,3
Navarra,2020-09-15,299,24,1,1
Aragón,2020-09-15,299,42,6,11
Melilla,2020-09-15,4,1,0,0
Murcia,2020-09-15,494,23,2,7
País Vasco,2020-09-15,506,50,3,12
C. Valenciana,2020-09-15,510,46,4,9
Madrid,2020-09-15,6408,484,29,31
Asturias,2020-09-15,70,1,0,0
La Rioja,2020-09-15,70,6,1,2
Ceuta,2020-09-15,7,1,1,0
Castilla La Mancha,2020-09-15,769,43,4,15
Castilla y León,2020-09-15,851,47,4,8
Cantabria,2020-09-15,85,7,1,1
Cantabria,2020-09-16,122,3,1,0
España,2020-09-16,13969,949,73,110
Cataluña,2020-09-16,1437,39,4,10
Andalucía,2020-09-16,1484,93,10,12
Canarias,2020-09-16,149,16,2,1
La Rioja,2020-09-16,166,10,3,3
Navarra,2020-09-16,229,21,5,2
Galicia,2020-09-16,233,28,2,5
Extremadura,2020-09-16,260,20,0,2
Baleares,2020-09-16,281,13,3,3
Ceuta,2020-09-16,3,0,0,1
Aragón,2020-09-16,327,40,1,4
Murcia,2020-09-16,457,39,4,0
Madrid,2020-09-16,5841,453,22,28
Melilla,2020-09-16,6,1,0,0
C. Valenciana,2020-09-16,614,41,3,9
País Vasco,2020-09-16,646,36,4,14
Asturias,2020-09-16,79,2,1,1
Castilla y León,2020-09-16,795,66,5,4
Castilla La Mancha,2020-09-16,840,28,3,11
Ceuta,2020-09-17,11,1,0,0
Cataluña,2020-09-17,1224,40,0,8
La Rioja,2020-09-17,125,10,2,1
Andalucía,2020-09-17,1347,94,10,10
España,2020-09-17,13737,975,74,121
Canarias,2020-09-17,172,18,5,2
Baleares,2020-09-17,219,21,3,2
Extremadura,2020-09-17,262,16,2,4
Navarra,2020-09-17,283,23,0,3
Galicia,2020-09-17,296,24,5,3
Melilla,2020-09-17,4,1,0,0
Aragón,2020-09-17,427,35,1,8
C. Valenciana,2020-09-17,500,38,7,7
Cantabria,2020-09-17,53,8,1,3
País Vasco,2020-09-17,562,30,3,23
Madrid,2020-09-17,5718,482,24,30
Murcia,2020-09-17,637,30,3,2
Castilla y León,2020-09-17,894,71,3,10
Castilla La Mancha,2020-09-17,910,27,4,5
Asturias,2020-09-17,93,6,1,0
Ceuta,2020-09-18,11,1,0,0
Cantabria,2020-09-18,128,6,1,1
La Rioja,2020-09-18,146,4,0,1
Cataluña,2020-09-18,1499,39,7,12
Andalucía,2020-09-18,1646,91,12,10
España,2020-09-18,16722,1035,92,115
Baleares,2020-09-18,179,10,4,3
Canarias,2020-09-18,204,11,5,2
Galicia,2020-09-18,249,15,5,4
Melilla,2020-09-18,25,1,0,0
Navarra,2020-09-18,322,21,1,3
Extremadura,2020-09-18,362,23,0,3
Aragón,2020-09-18,437,43,2,8
C. Valenciana,2020-09-18,590,40,10,7
Murcia,2020-09-18,610,30,5,0
País Vasco,2020-09-18,639,32,5,9
Madrid,2020-09-18,7717,556,29,36
Castilla y León,2020-09-18,883,72,6,9
Asturias,2020-09-18,96,4,0,0
Castilla La Mancha,2020-09-18,979,36,0,7
Andalucía,2020-09-19,1170,76,9,10
La Rioja,2020-09-19,117,8,0,4
Baleares,2020-09-19,124,16,4,4
Asturias,2020-09-19,132,7,1,0
Madrid,2020-09-19,1855,348,17,43
Canarias,2020-09-19,187,9,1,4
Navarra,2020-09-19,196,15,2,2
Extremadura,2020-09-19,207,12,0,1
Galicia,2020-09-19,232,19,4,7
Melilla,2020-09-19,26,4,0,0
Aragón,2020-09-19,425,27,3,7
C. Valenciana,2020-09-19,425,34,6,2
País Vasco,2020-09-19,504,26,1,10
Murcia,2020-09-19,553,22,3,3
Cataluña,2020-09-19,559,27,0,10
Cantabria,2020-09-19,64,2,0,0
Castilla y León,2020-09-19,779,51,9,7
Castilla La Mancha,2020-09-19,783,24,3,6
España,2020-09-19,8347,727,63,121
Ceuta,2020-09-19,9,0,0,1
Canarias,2020-09-20,116,15,3,1
Madrid,2020-09-20,1208,288,20,33
Ceuta,2020-09-20,12,2,0,0
La Rioja,2020-09-20,133,4,1,3
Extremadura,2020-09-20,177,17,4,5
Galicia,2020-09-20,178,19,2,3
Aragón,2020-09-20,263,21,3,5
C. Valenciana,2020-09-20,271,41,2,3
Murcia,2020-09-20,278,19,4,1
Melilla,2020-09-20,28,0,0,0
Navarra,2020-09-20,363,10,2,1
País Vasco,2020-09-20,425,15,4,6
Castilla y León,2020-09-20,468,52,8,10
Cataluña,2020-09-20,479,40,6,4
Castilla La Mancha,2020-09-20,486,19,2,12
Asturias,2020-09-20,57,4,0,0
España,2020-09-20,5832,650,71,104
Cantabria,2020-09-20,67,9,0,0
Andalucía,2020-09-20,745,62,8,13
Baleares,2020-09-20,78,13,2,4
Ceuta,2020-09-21,11,2,0,0
Baleares,2020-09-21,113,9,1,5
Cataluña,2020-09-21,1247,36,5,12
Canarias,2020-09-21,170,16,2,2
Extremadura,2020-09-21,191,24,1,4
Madrid,2020-09-21,2302,472,30,34
Galicia,2020-09-21,231,25,2,1
Melilla,2020-09-21,25,1,0,0
Murcia,2020-09-21,300,30,3,3
Aragón,2020-09-21,309,31,2,11
La Rioja,2020-09-21,31,8,1,4
C. Valenciana,2020-09-21,361,54,7,2
Navarra,2020-09-21,362,16,0,5
País Vasco,2020-09-21,368,36,2,6
Castilla La Mancha,2020-09-21,460,30,5,10
Castilla y León,2020-09-21,483,72,6,12
Cantabria,2020-09-21,51,9,1,2
Asturias,2020-09-21,68,4,1,1
España,2020-09-21,7969,963,74,130
Andalucía,2020-09-21,886,88,5,16
España,2020-09-22,12808,1013,80,123
Andalucía,2020-09-22,1313,101,7,17
Cataluña,2020-09-22,1317,41,7,5
Canarias,2020-09-22,156,11,3,2
Baleares,2020-09-22,166,13,3,6
Ceuta,2020-09-22,20,5,3,0
Extremadura,2020-09-22,212,18,0,6
Aragón,2020-09-22,262,39,1,10
Galicia,2020-09-22,296,25,3,1
Navarra,2020-09-22,426,27,2,1
Murcia,2020-09-22,455,33,0,3
País Vasco,2020-09-22,472,29,2,8
Melilla,2020-09-22,47,3,1,0
C. Valenciana,2020-09-22,543,41,5,10
Madrid,2020-09-22,5456,518,34,37
Cantabria,2020-09-22,67,4,0,0
Castilla y León,2020-09-22,713,51,4,7
Castilla La Mancha,2020-09-22,724,32,3,8
Asturias,2020-09-22,80,7,2,0
La Rioja,2020-09-22,83,15,0,2
La Rioja,2020-09-23,110,7,1,1
España,2020-09-23,12690,907,74,109
Andalucía,2020-09-23,1303,79,8,14
Cataluña,2020-09-23,1378,45,3,8
Canarias,2020-09-23,148,16,5,0
Baleares,2020-09-23,168,9,0,1
Extremadura,2020-09-23,190,26,1,4
Galicia,2020-09-23,197,14,1,3
Aragón,2020-09-23,244,30,1,8
Melilla,2020-09-23,27,0,0,0
Navarra,2020-09-23,360,10,0,0
Murcia,2020-09-23,464,31,6,3
Madrid,2020-09-23,5014,458,34,33
C. Valenciana,2020-09-23,517,26,1,6
País Vasco,2020-09-23,581,37,4,13
Ceuta,2020-09-23,6,1,1,0
Cantabria,2020-09-23,66,5,1,0
Castilla La Mancha,2020-09-23,895,33,1,3
Castilla y León,2020-09-23,923,71,6,12
Asturias,2020-09-23,99,9,0,0
Castilla y León,2020-09-24,1056,58,7,9
España,2020-09-24,12625,918,64,133
Baleares,2020-09-24,131,8,1,3
La Rioja,2020-09-24,136,7,0,1
Andalucía,2020-09-24,1497,112,5,11
Ceuta,2020-09-24,18,0,0,0
Melilla,2020-09-24,24,1,0,0
Galicia,2020-09-24,254,15,1,2
Canarias,2020-09-24,255,15,3,6
Extremadura,2020-09-24,312,23,3,4
Navarra,2020-09-24,335,15,2,1
País Vasco,2020-09-24,432,27,3,7
Aragón,2020-09-24,435,40,2,8
Madrid,2020-09-24,4683,428,21,50
C. Valenciana,2020-09-24,524,35,5,2
Murcia,2020-09-24,674,35,6,3
Cantabria,2020-09-24,69,6,0,0
Castilla La Mancha,2020-09-24,816,39,3,12
Cataluña,2020-09-24,883,39,2,13
Asturias,2020-09-24,91,15,0,1
La Rioja,2020-09-25,109,3,2,1
Asturias,2020-09-25,129,10,0,0
Cataluña,2020-09-25,1295,38,1,10
España,2020-09-25,13526,905,78,130
Canarias,2020-09-25,142,22,4,5
Andalucía,2020-09-25,1434,97,7,16
Baleares,2020-09-25,169,10,1,5
Ceuta,2020-09-25,19,0,0,0
Extremadura,2020-09-25,202,14,1,6
Galicia,2020-09-25,219,21,5,2
Melilla,2020-09-25,31,2,0,1
Navarra,2020-09-25,368,22,3,2
Aragón,2020-09-25,420,37,3,6
Murcia,2020-09-25,438,47,4,2
País Vasco,2020-09-25,443,26,5,12
C. Valenciana,2020-09-25,515,31,6,6
Cantabria,2020-09-25,52,7,3,0
Madrid,2020-09-25,5748,409,24,37
Castilla La Mancha,2020-09-25,802,27,3,5
Castilla y León,2020-09-25,991,82,6,14
Baleares,2020-09-26,102,10,0,1
Asturias,2020-09-26,111,7,1,1
Andalucía,2020-09-26,1309,76,4,14
Madrid,2020-09-26,1478,217,18,44
Extremadura,2020-09-26,154,17,1,4
Canarias,2020-09-26,173,16,3,1
Ceuta,2020-09-26,18,1,0,0
Melilla,2020-09-26,19,1,0,0
Galicia,2020-09-26,211,14,1,2
Aragón,2020-09-26,297,31,3,15
Navarra,2020-09-26,363,14,1,2
C. Valenciana,2020-09-26,381,36,2,3
Murcia,2020-09-26,477,28,6,2
País Vasco,2020-09-26,529,18,1,5
Cantabria,2020-09-26,55,4,1,1
Cataluña,2020-09-26,602,33,1,6
Castilla y León,2020-09-26,643,62,6,6
La Rioja,2020-09-26,69,8,1,1
Castilla La Mancha,2020-09-26,705,25,1,6
España,2020-09-26,7696,618,51,114
Extremadura,2020-09-27,101,10,1,2
Canarias,2020-09-27,152,8,2,3
Galicia,2020-09-27,166,16,2,5
C. Valenciana,2020-09-27,216,30,2,2
Cantabria,2020-09-27,25,0,1,0
Navarra,2020-09-27,264,8,2,4
Castilla y León,2020-09-27,315,62,6,13
Castilla La Mancha,2020-09-27,358,27,5,10
Murcia,2020-09-27,371,19,5,2
Melilla,2020-09-27,38,1,0,0
Cataluña,2020-09-27,382,31,2,14
País Vasco,2020-09-27,388,24,1,5
Aragón,2020-09-27,391,25,3,5
España,2020-09-27,5050,597,61,121
Baleares,2020-09-27,59,4,0,1
Ceuta,2020-09-27,6,1,0,0
Asturias,2020-09-27,63,6,1,0
Andalucía,2020-09-27,705,52,8,21
La Rioja,2020-09-27,87,2,0,2
Madrid,2020-09-27,963,271,20,32
Cataluña,2020-09-28,1200,55,7,12
Extremadura,2020-09-28,133,12,0,4
Galicia,2020-09-28,140,15,2,2
Melilla,2020-09-28,16,2,0,0
Madrid,2020-09-28,1973,371,30,44
Ceuta,2020-09-28,21,1,0,0
Aragón,2020-09-28,227,31,2,4
Murcia,2020-09-28,247,28,5,1
C. Valenciana,2020-09-28,289,38,6,5
Navarra,2020-09-28,322,14,0,2
País Vasco,2020-09-28,337,33,11,7
Castilla y León,2020-09-28,410,64,11,13
Castilla La Mancha,2020-09-28,581,36,2,18
Baleares,2020-09-28,63,5,0,2
Asturias,2020-09-28,67,10,2,0
España,2020-09-28,7057,820,83,140
Cantabria,2020-09-28,73,7,1,1
Andalucía,2020-09-28,786,87,4,23
La Rioja,2020-09-28,84,4,0,2
Canarias,2020-09-28,88,7,0,0
España,2020-09-29,11307,877,69,147
Ceuta,2020-09-29,12,0,0,0
Andalucía,2020-09-29,1234,90,12,17
Cataluña,2020-09-29,1478,49,3,16
Baleares,2020-09-29,152,10,1,2
Canarias,2020-09-29,157,18,2,0
Galicia,2020-09-29,166,17,4,6
Extremadura,2020-09-29,181,11,0,4
Navarra,2020-09-29,272,19,0,3
Aragón,2020-09-29,319,19,2,8
Cantabria,2020-09-29,33,6,1,0
Murcia,2020-09-29,382,31,5,5
C. Valenciana,2020-09-29,409,38,5,7
Melilla,2020-09-29,46,0,0,0
Madrid,2020-09-29,4603,397,23,47
Castilla La Mancha,2020-09-29,485,40,3,7
País Vasco,2020-09-29,495,25,2,11
La Rioja,2020-09-29,66,9,0,2
Asturias,2020-09-29,69,11,2,2
Castilla y León,2020-09-29,748,87,4,10
Asturias,2020-09-30,107,6,0,3
España,2020-09-30,11164,844,74,154
La Rioja,2020-09-30,113,12,1,4
Baleares,2020-09-30,114,8,0,5
Andalucía,2020-09-30,1444,84,6,16
Cataluña,2020-09-30,1500,55,6,16
Extremadura,2020-09-30,166,13,0,8
Canarias,2020-09-30,178,16,3,0
Galicia,2020-09-30,186,23,3,5
Navarra,2020-09-30,229,14,2,4
Ceuta,2020-09-30,24,0,0,0
Aragón,2020-09-30,273,31,1,3
Melilla,2020-09-30,31,2,0,0
Madrid,2020-09-30,3778,368,25,51
Murcia,2020-09-30,397,39,7,3
Cantabria,2020-09-30,44,4,1,0
País Vasco,2020-09-30,461,22,4,8
C. Valenciana,2020-09-30,485,33,6,5
Castilla La Mancha,2020-09-30,732,37,2,8
Castilla y León,2020-09-30,902,77,7,15
Baleares,2020-10-01,101,9,2,4
España,2020-10-01,10936,824,65,131
Ceuta,2020-10-01,15,1,0,0
Cataluña,2020-10-01,1560,67,2,11
Andalucía,2020-10-01,1628,86,12,27
Extremadura,2020-10-01,167,6,0,4
Canarias,2020-10-01,197,16,2,2
Galicia,2020-10-01,210,23,1,1
Melilla,2020-10-01,30,2,0,0
Madrid,2020-10-01,3296,325,24,31
Navarra,2020-10-01,345,13,1,5
Aragón,2020-10-01,356,27,2,13
Cantabria,2020-10-01,38,6,1,0
Murcia,2020-10-01,420,36,2,0
País Vasco,2020-10-01,457,33,3,3
C. Valenciana,2020-10-01,488,33,0,2
Castilla La Mancha,2020-10-01,628,43,3,9
Asturias,2020-10-01,76,15,2,1
La Rioja,2020-10-01,82,7,1,0
Castilla y León,2020-10-01,842,76,7,18
Canarias,2020-10-02,114,10,2,0
Baleares,2020-10-02,116,9,0,1
España,2020-10-02,12320,890,69,143
Asturias,2020-10-02,142,16,0,0
Andalucía,2020-10-02,1760,101,4,26
Cataluña,2020-10-02,1827,66,8,8
Extremadura,2020-10-02,184,11,0,8
Ceuta,2020-10-02,19,2,1,0
Galicia,2020-10-02,223,23,2,5
Navarra,2020-10-02,249,31,0,4
Melilla,2020-10-02,31,3,0,0
Madrid,2020-10-02,4084,361,28,42
Aragón,2020-10-02,422,29,3,2
Murcia,2020-10-02,437,36,2,3
País Vasco,2020-10-02,472,37,3,8
C. Valenciana,2020-10-02,523,37,2,3
La Rioja,2020-10-02,60,10,1,2
Cantabria,2020-10-02,64,3,1,1
Castilla La Mancha,2020-10-02,701,38,3,15
Castilla y León,2020-10-02,892,67,9,15
Madrid,2020-10-03,1092,193,15,30
Baleares,2020-10-03,117,2,1,5
Andalucía,2020-10-03,1243,81,7,13
Ceuta,2020-10-03,14,0,0,1
Extremadura,2020-10-03,145,11,1,4
Canarias,2020-10-03,157,14,6,0
Melilla,2020-10-03,17,1,0,0
Galicia,2020-10-03,233,7,1,0
Navarra,2020-10-03,285,16,1,1
Aragón,2020-10-03,313,26,3,3
Cantabria,2020-10-03,32,3,1,0
País Vasco,2020-10-03,375,17,1,5
C. Valenciana,2020-10-03,383,30,5,1
Murcia,2020-10-03,434,35,8,1
Castilla y León,2020-10-03,474,66,6,19
Castilla La Mancha,2020-10-03,535,26,3,9
España,2020-10-03,6844,585,65,103
Cataluña,2020-10-03,801,44,4,11
Asturias,2020-10-03,95,9,1,0
La Rioja,2020-10-03,99,4,1,0
Canarias,2020-10-04,103,16,3,0
Extremadura,2020-10-04,107,3,0,1
Melilla,2020-10-04,22,1,0,0
C. Valenciana,2020-10-04,228,26,2,7
Galicia,2020-10-04,262,22,3,5
Castilla La Mancha,2020-10-04,307,20,1,4
Navarra,2020-10-04,307,22,2,2
País Vasco,2020-10-04,309,17,3,4
Aragón,2020-10-04,311,20,1,4
Murcia,2020-10-04,360,25,3,2
Castilla y León,2020-10-04,364,68,4,8
España,2020-10-04,5076,564,45,92
La Rioja,2020-10-04,52,5,0,2
Madrid,2020-10-04,546,182,10,24
Cataluña,2020-10-04,596,38,1,12
Ceuta,2020-10-04,6,1,0,0
Cantabria,2020-10-04,62,4,1,1
Baleares,2020-10-04,66,2,1,0
Asturias,2020-10-04,92,14,2,0
Andalucía,2020-10-04,976,78,8,16
Andalucía,2020-10-05,1250,116,5,11
Ceuta,2020-10-05,15,1,0,0
Extremadura,2020-10-05,155,8,0,9
Galicia,2020-10-05,162,19,4,8
Cataluña,2020-10-05,1631,57,10,10
Madrid,2020-10-05,2307,320,17,40
Aragón,2020-10-05,277,22,1,8
Navarra,2020-10-05,279,18,4,5
Melilla,2020-10-05,28,1,0,0
Murcia,2020-10-05,355,22,2,1
Cantabria,2020-10-05,37,5,0,0
País Vasco,2020-10-05,375,32,1,6
C. Valenciana,2020-10-05,478,51,4,3
Castilla y León,2020-10-05,555,56,7,14
Castilla La Mancha,2020-10-05,580,44,3,10
La Rioja,2020-10-05,73,7,0,0
Canarias,2020-10-05,80,8,3,2
Baleares,2020-10-05,84,12,0,1
Asturias,2020-10-05,84,18,1,0
España,2020-10-05,8805,817,62,128
Baleares,2020-10-06,107,8,0,0
La Rioja,2020-10-06,115,7,3,0
Canarias,2020-10-06,116,14,4,1
Asturias,2020-10-06,117,17,0,1
España,2020-10-06,12204,847,83,130
Andalucía,2020-10-06,1931,97,8,16
Ceuta,2020-10-06,21,2,0,0
Cataluña,2020-10-06,2161,66,5,14
Extremadura,2020-10-06,216,7,2,4
Galicia,2020-10-06,217,27,4,3
Navarra,2020-10-06,268,31,1,3
Melilla,2020-10-06,34,0,0,1
Madrid,2020-10-06,3425,294,25,39
Aragón,2020-10-06,411,38,0,10
Cantabria,2020-10-06,44,2,1,0
País Vasco,2020-10-06,480,31,2,6
Murcia,2020-10-06,498,40,7,1
Castilla La Mancha,2020-10-06,614,33,8,8
C. Valenciana,2020-10-06,632,45,6,5
Castilla y León,2020-10-06,797,88,7,18
Castilla y León,2020-10-07,1016,95,6,23
Baleares,2020-10-07,113,6,2,1
La Rioja,2020-10-07,118,7,1,0
Canarias,2020-10-07,119,11,3,2
Asturias,2020-10-07,119,17,2,1
España,2020-10-07,12321,823,68,133
Extremadura,2020-10-07,200,11,1,3
Andalucía,2020-10-07,2024,110,7,19
Cataluña,2020-10-07,2083,63,8,8
Galicia,2020-10-07,288,21,2,4
Madrid,2020-10-07,3047,281,20,35
Ceuta,2020-10-07,37,0,0,0
Cantabria,2020-10-07,37,3,0,0
Melilla,2020-10-07,40,3,0,0
Navarra,2020-10-07,417,25,2,4
Aragón,2020-10-07,442,36,1,6
Murcia,2020-10-07,468,29,5,6
País Vasco,2020-10-07,509,23,1,2
C. Valenciana,2020-10-07,601,50,4,4
Castilla La Mancha,2020-10-07,643,32,3,15
Castilla y León,2020-10-08,1147,108,10,15
Asturias,2020-10-08,121,19,0,3
Baleares,2020-10-08,132,6,1,0
España,2020-10-08,13751,912,76,129
Canarias,2020-10-08,174,18,3,0
Extremadura,2020-10-08,213,15,3,5
Andalucía,2020-10-08,2393,114,8,13
Cataluña,2020-10-08,2507,71,8,11
Madrid,2020-10-08,3028,304,13,38
Cantabria,2020-10-08,30,4,1,0
Ceuta,2020-10-08,34,0,0,0
Murcia,2020-10-08,428,28,3,5
Galicia,2020-10-08,462,27,4,3
Navarra,2020-10-08,476,29,3,6
Aragón,2020-10-08,477,43,6,9
País Vasco,2020-10-08,512,30,4,9
Melilla,2020-10-08,57,1,0,0
C. Valenciana,2020-10-08,690,61,4,4
Castilla La Mancha,2020-10-08,782,26,2,7
La Rioja,2020-10-08,88,8,3,1
Castilla y León,2020-10-09,1034,88,7,19
Baleares,2020-10-09,116,8,1,2
La Rioja,2020-10-09,130,10,0,2
Canarias,2020-10-09,137,13,1,2
España,2020-10-09,14713,943,57,156
Asturias,2020-10-09,231,24,0,2
Extremadura,2020-10-09,250,17,2,1
Andalucía,2020-10-09,2579,120,6,26
Ceuta,2020-10-09,28,1,0,1
Cataluña,2020-10-09,2865,79,4,18
Madrid,2020-10-09,3304,324,20,40
Galicia,2020-10-09,387,24,2,4
Murcia,2020-10-09,432,37,5,2
Navarra,2020-10-09,477,27,3,4
Melilla,2020-10-09,48,4,0,2
C. Valenciana,2020-10-09,490,40,4,7
Aragón,2020-10-09,579,40,0,2
País Vasco,2020-10-09,664,35,1,11
Cantabria,2020-10-09,66,6,0,2
Castilla La Mancha,2020-10-09,896,46,1,9
Baleares,2020-10-10,109,11,0,2
Cataluña,2020-10-10,1156,66,2,17
Canarias,2020-10-10,126,8,2,2
Andalucía,2020-10-10,1863,108,8,21
Extremadura,2020-10-10,188,14,0,4
Asturias,2020-10-10,239,20,0,0
Ceuta,2020-10-10,27,1,0,0
Galicia,2020-10-10,330,29,3,2
Murcia,2020-10-10,362,33,5,4
C. Valenciana,2020-10-10,380,47,7,7
Aragón,2020-10-10,393,26,4,5
Navarra,2020-10-10,434,25,1,2
Castilla La Mancha,2020-10-10,540,33,2,10
Melilla,2020-10-10,57,6,0,0
País Vasco,2020-10-10,638,16,3,7
Cantabria,2020-10-10,70,1,1,0
La Rioja,2020-10-10,78,8,1,1
Madrid,2020-10-10,806,176,9,32
España,2020-10-10,8669,695,52,133
Castilla y León,2020-10-10,873,67,4,17
Cataluña,2020-10-11,1076,68,3,16
Baleares,2020-10-11,108,12,3,2
Andalucía,2020-10-11,1102,119,5,21
Canarias,2020-10-11,119,9,0,2
